Latency,Interval
2662726,12
2663638,912
2663654,16
2663666,12
2663690,24
2664642,952
2664658,16
2664674,16
2664698,24
2665598,900
2665610,12
2665630,20
2665642,12
2666514,872
2666554,40
2666562,8
2667478,916
2667586,108
2667610,24
2667614,4
2668534,920
2668554,20
2668570,16
2669506,936
2669546,40
2669566,20
2669578,12
2670554,976
2670602,48
2670622,20
2670638,16
2671602,964
2671614,12
2671630,16
2672594,964
2672642,48
2672658,16
2672670,12
2673626,956
2673634,8
2673650,16
2674622,972
2674650,28
2674658,8
2674678,20
2675606,928
2675622,16
2675634,12
2675650,16
2676630,980
2676642,12
2676654,12
2677614,960
2677650,36
2677670,20
2677682,12
2678722,1040
2678742,20
2678750,8
2678762,12
2679634,872
2679666,32
2679678,12
2680594,916
2680646,52
2680662,16
2680678,16
2680686,8
2681602,916
2681614,12
2681634,20
2681646,12
2682642,996
2682662,20
2682686,24
2683626,940
2683634,8
2683650,16
2683662,12
2684630,968
2684642,12
2684658,16
2685658,1000
2685674,16
2685686,12
2685702,16
2686610,908
2686630,20
2686650,20
2686662,12
2687658,996
2687666,8
2687682,16
2688650,968
2688670,20
2688686,16
2689626,940
2689662,36
2689678,16
2689690,12
2690670,980
2690690,20
2690710,20
2690718,8
2691622,904
2691634,12
2691646,12
2692618,972
2692638,20
2693054,416
2693074,20
2693978,904
2693998,20
2694010,12
2694022,12
2694038,16
2694922,884
2694934,12
2694950,16
2695862,912
2695878,16
2695894,16
2695918,24
2696862,944
2696882,20
2696890,8
2697778,888
2698186,408
2698194,8
2698206,12
2699126,920
2699146,20
2699162,16
2699170,8
2699186,16
2700098,912
2700114,16
2700166,52
2700182,16
2701142,960
2701162,20
2701174,12
2702098,924
2702122,24
2702130,8
2702138,8
2703098,960
2703142,44
2703158,16
2704106,948
2704138,32
2704154,16
2704170,16
2705166,996
2705214,48
2705234,20
2706142,908
2706154,12
2706170,16
2706186,16
2707082,896
2707102,20
2707338,236
2708282,944
2708298,16
2708310,12
2708326,16
2708338,12
2709286,948
2709294,8
2709306,12
2710258,952
2710270,12
2710286,16
2710310,24
2711286,976
2711298,12
2711310,12
2712310,1000
2712326,16
2712338,12
2712350,12
2713226,876
2713294,68
2713306,12
2713318,12
2714282,964
2714482,200
2714502,20
2714518,16
2715362,844
2715754,392
2715770,16
2715786,16
2715798,12
2716734,936
2717090,356
2717106,16
2717122,16
2717134,12
2718094,960
2718114,20
2718126,12
2718138,12
2719114,976
2719122,8
2719134,12
2719150,16
2720134,984
2720150,16
2720162,12
2720170,8
2721114,944
2721134,20
2721146,12
2722122,976
2722142,20
2722314,172
2722322,8
2723222,900
2723238,16
2723266,28
2723282,16
2724170,888
2724254,84
2724266,12
2725194,928
2725242,48
2725258,16
2725286,28
2726194,908
2726210,16
2726226,16
2726242,16
2727170,928
2727186,16
2727206,20
2728166,960
2728182,16
2728202,20
2728210,8
2729142,932
2729194,52
2729202,8
2730158,956
2730178,20
2730190,12
2730202,12
2731178,976
2731194,16
2731206,12
2732162,956
2732174,12
2732186,12
2732198,12
2733138,940
2733158,20
2733170,12
2734082,912
2734098,16
2734118,20
2734142,24
2735122,980
2735138,16
2735154,16
2736130,976
2736142,12
2736166,24
2736182,16
2737090,908
2737106,16
2737118,12
2737134,16
2738162,1028
2738178,16
2738190,12
2739150,960
2739166,16
2739178,12
2739190,12
2740146,956
2740166,20
2740170,4
2740182,12
2741138,956
2741150,12
2741162,12
2742078,916
2742138,60
2742154,16
2742166,12
2743138,972
2743186,48
2743210,24
2744146,936
2744154,8
2744170,16
2744186,16
2745098,912
2745122,24
2745138,16
2745146,8
2746122,976
2746138,16
2746150,12
2747058,908
2747110,52
2747122,12
2747138,16
2748098,960
2748118,20
2748130,12
2749134,1004
2749142,8
2749162,20
2749178,16
2750158,980
2750170,12
2750182,12
2750478,296
2751326,848
2751370,44
2751378,8
2751398,20
2751410,12
2751422,12
2752358,936
2752370,12
2752406,36
2753318,912
2753598,280
2753606,8
2753622,16
2754562,940
2754578,16
2754590,12
2754626,36
2755606,980
2755618,12
2755634,16
2755650,16
2756614,964
2756634,20
2756646,12
2756662,16
2757642,980
2757662,20
2757682,20
2758590,908
2758634,44
2758654,20
2759566,912
2759634,68
2759642,8
2759654,12
2760590,936
2760634,44
2760654,20
2761606,952
2761618,12
2761630,12
2761642,12
2762634,992
2762646,12
2762662,16
2762674,12
2763626,952
2763646,20
2763658,12
2764582,924
2764634,52
2764646,12
2764658,12
2765658,1000
2765666,8
2765678,12
2766650,972
2766666,16
2766678,12
2766694,16
2767626,932
2767650,24
2767670,20
2768022,352
2768986,964
2768994,8
2769258,264
2769270,12
2770182,912
2770238,56
2770246,8
2770262,16
2770274,12
2771138,864
2771154,16
2771170,16
2772134,964
2772150,16
2772170,20
2772186,16
2773126,940
2773170,44
2773186,16
2774134,948
2774166,32
2774182,16
2774206,24
2775174,968
2775190,16
2775206,16
2775222,16
2776186,964
2776206,20
2776222,16
2777142,920
2777166,24
2777174,8
2778082,908
2778134,52
2778146,12
2778166,20
2779094,928
2779142,48
2779162,20
2780090,928
2780106,16
2780122,16
2780134,12
2781042,908
2781050,8
2781118,68
2782114,996
2782126,12
2782138,12
2782162,24
2783090,928
2783126,36
2783142,16
2783158,16
2784118,960
2784158,40
2784170,12
2784178,8
2785114,936
2785138,24
2785154,16
2786062,908
2786414,352
2786438,24
2786454,16
2787462,1008
2787486,24
2787498,12
2787518,20
2787530,12
2788462,932
2788478,16
2788490,12
2788506,16
2789422,916
2789438,16
2789442,4
2789462,20
2789474,12
2790422,948
2790434,12
2790470,36
2791454,984
2791470,16
2791482,12
2791494,12
2792358,864
2792686,328
2792702,16
2793626,924
2793642,16
2793658,16
2793678,20
2793686,8
2794606,920
2794626,20
2794666,40
2794670,4
2795550,880
2795602,52
2795642,40
2795654,12
2796626,972
2796642,16
2796654,12
2797546,892
2797566,20
2797578,12
2797590,12
2798498,908
2798514,16
2798522,8
2799422,900
2799434,12
2799450,16
2800506,1056
2800526,20
2800538,12
2800554,16
2801626,1072
2801642,16
2801658,16
2801670,12
2802638,968
2802650,12
2802666,16
2802974,308
2803878,904
2803930,52
2803942,12
2803950,8
2803966,16
2803978,12
2804894,916
2804914,20
2804922,8
2805798,876
2805814,16
2805826,12
2806814,988
2806834,20
2806842,8
2806854,12
2807786,932
2807798,12
2807814,16
2807830,16
2808950,1120
2808970,20
2808990,20
2809958,968
2809978,20
2809998,20
2810010,12
2810942,932
2810962,20
2810978,16
2810986,8
2811898,912
2811910,12
2811934,24
2812798,864
2812814,16
2812850,36
2812870,20
2813758,888
2813810,52
2813826,16
2814710,884
2814730,20
2814742,12
2815638,896
2815658,20
2815670,12
2815686,16
2816778,1092
2816802,24
2816810,8
2817798,988
2817810,12
2817826,16
2817842,16
2818754,912
2818770,16
2818782,12
2818794,12
2819770,976
2819786,16
2819794,8
2820690,896
2821158,468
2821170,12
2821198,28
2822066,868
2822102,36
2822114,12
2822130,16
2822154,24
2822166,12
2823126,960
2823146,20
2823162,16
2824142,980
2824158,16
2824170,12
2824182,12
2825126,944
2825142,16
2825158,16
2826142,984
2826154,12
2826174,20
2826182,8
2827126,944
2827142,16
2827166,24
2827178,12
2828106,928
2828122,16
2828142,20
2829034,892
2829054,20
2829070,16
2829986,916
2829994,8
2830006,12
2830018,12
2830942,924
2830950,8
2830966,16
2831910,944
2831922,12
2831934,12
2832886,952
2832906,20
2832918,12
2832930,12
2833822,892
2833838,16
2833850,12
2833866,16
2834758,892
2834770,12
2834786,16
2835678,892
2835694,16
2835746,52
2836714,968
2836742,28
2836758,16
2836774,16
2837662,888
2837686,24
2837702,16
2837998,296
2838950,952
2838962,12
2838982,20
2838994,12
2839914,920
2839934,20
2840226,292
2840242,16
2841170,928
2841198,28
2841206,8
2841222,16
2842130,908
2842150,20
2842194,44
2842214,20
2843142,928
2843174,32
2843198,24
2843210,12
2844110,900
2844174,64
2844190,16
2845170,980
2845182,12
2845194,12
2845214,20
2846170,956
2846182,12
2846198,16
2846210,12
2847126,916
2847134,8
2847406,272
2848366,960
2848382,16
2848418,36
2848426,8
2848438,12
2849394,956
2849410,16
2849438,28
2849442,4
2850326,884
2850338,12
2850370,32
2850382,12
2851334,952
2851354,20
2851362,8
2852250,888
2852266,16
2852282,16
2853206,924
2853238,32
2853254,16
2853266,12
2854250,984
2854270,20
2854282,12
2855194,912
2855226,32
2855246,20
2856170,924
2856186,16
2856198,12
2856210,12
2857118,908
2857138,20
2857146,8
2858118,972
2858146,28
2858158,12
2858174,16
2859086,912
2859138,52
2859154,16
2860082,928
2860114,32
2860130,16
2860142,12
2861014,872
2861038,24
2861134,96
2862078,944
2862098,20
2862114,16
2862138,24
2863138,1000
2863150,12
2863158,8
2863174,16
2864126,952
2864138,12
2864162,24
2865114,952
2865134,20
2865150,16
2865166,16
2866110,944
2866122,12
2866138,16
2866158,20
2867102,944
2867118,16
2867138,20
2867150,12
2868074,924
2868134,60
2868146,12
2869142,996
2869150,8
2869170,20
2869182,12
2870082,900
2870102,20
2870118,16
2870130,12
2871130,1000
2871138,8
2871150,12
2872150,1000
2872166,16
2872182,16
2872198,16
2873482,1284
2873494,12
2873502,8
2874470,968
2874482,12
2874494,12
2874510,16
2874522,12
2875498,976
2875514,16
2875526,12
2875538,12
2876454,916
2876470,16
2876486,16
2877470,984
2877482,12
2877494,12
2877510,16
2878426,916
2878446,20
2878466,20
2878678,212
2879642,964
2879654,12
2879666,12
2879674,8
2880670,996
2880682,12
2880694,12
2880710,16
2881626,916
2881650,24
2881666,16
2882650,984
2882662,12
2882678,16
2883618,940
2883638,20
2883650,12
2883662,12
2884618,956
2884626,8
2884646,20
2884658,12
2885654,996
2885670,16
2885686,16
2886686,1000
2886694,8
2886706,12
2886718,12
2887626,908
2887638,12
2887654,16
2887666,12
2888618,952
2888626,8
2888650,24
2889658,1008
2889670,12
2889694,24
2889706,12
2890654,948
2890666,12
2890678,12
2891562,884
2891598,36
2891614,16
2891630,16
2892618,988
2892638,20
2892654,16
2893542,888
2893566,24
2893570,4
2893642,72
2894594,952
2894634,40
2894650,16
2895634,984
2895650,16
2895670,20
2895682,12
2896550,868
2896570,20
2896582,12
2896910,328
2897854,944
2897882,28
2897898,16
2897914,16
2898862,948
2898870,8
2898894,24
2898906,12
2899838,932
2899850,12
2899886,36
2899898,12
2900802,904
2900822,20
2900838,16
2901694,856
2901710,16
2901746,36
2902654,908
2902670,16
2902786,116
2902802,16
2903702,900
2903714,12
2903726,12
2904634,908
2904762,128
2904778,16
2904786,8
2905678,892
2905734,56
2905746,12
2905758,12
2905770,12
2906662,892
2906698,36
2906722,24
2906730,8
2907662,932
2907702,40
2907714,12
2907746,32
2908662,916
2908678,16
2908690,12
2909638,948
2909954,316
2910002,48
2910986,984
2910994,8
2911006,12
2911022,16
2911034,12
2911958,924
2911970,12
2911986,16
2912010,24
2912934,924
2912946,12
2912966,20
2913870,904
2913882,12
2913898,16
2914862,964
2914886,24
2914906,20
2914918,12
2915934,1016
2915950,16
2915970,20
2915990,20
2916898,908
2916914,16
2916926,12
2916938,12
2917842,904
2917858,16
2917874,16
2917882,8
2918798,916
2918818,20
2918834,16
2919826,992
2919862,36
2919878,16
2920794,916
2920806,12
2920814,8
2920830,16
2921758,928
2921774,16
2921786,12
2921798,12
2921818,20
2922790,972
2922806,16
2922826,20
2923774,948
2923786,12
2923814,28
2923826,12
2924786,960
2924802,16
2924814,12
2924826,12
2924842,16
2925682,840
2925710,28
2925738,28
2926682,944
2926702,20
2926710,8
2926722,12
2927674,952
2927690,16
2927706,16
2928586,880
2928598,12
2928618,20
2928642,24
2929610,968
2929622,12
2929638,16
2930534,896
2930562,28
2930578,16
2931602,1024
2931614,12
2931634,20
2931650,16
2932610,960
2932626,16
2932642,16
2932670,28
2933614,944
2933646,32
2933650,4
2933662,12
2934614,952
2934634,20
2934646,12
2935578,932
2935598,20
2935662,64
2936654,992
2936670,16
2936682,12
2936698,16
2937634,936
2937654,20
2937666,12
2937678,12
2938626,948
2938642,16
2938662,20
2939590,928
2939606,16
2939638,32
2939650,12
2940634,984
2940650,16
2940666,16
2941650,984
2941878,228
2941894,16
2941914,20
2942878,964
2942886,8
2943186,300
2943202,16
2944130,928
2944142,12
2944174,32
2944198,24
2944210,12
2945170,960
2945182,12
2945194,12
2945214,20
2946110,896
2946134,24
2946142,8
2947098,956
2947110,12
2947122,12
2947134,12
2948098,964
2948154,56
2948166,12
2949118,952
2949162,44
2949170,8
2949182,12
2950086,904
2950134,48
2950154,20
2950170,16
