Latency,LatencyAdj,Interval
3199406,18446744073678981022,1008
3199422,18446744073678971038,16
3199434,18446744073678961050,12
3199446,18446744073678951062,12
3200318,18446744073678941934,872
3200334,18446744073678931950,16
3200358,18446744073678921974,24
3200366,18446744073678911982,8
3200382,18446744073678901998,16
3201218,18446744073678892834,836
3201258,18446744073678882874,40
3201266,18446744073678872882,8
3202234,18446744073678863850,968
3202498,18446744073678854114,264
3202518,18446744073678844134,20
3202530,18446744073678834146,12
3203458,18446744073678825074,928
3203482,18446744073678815098,24
3203494,18446744073678805110,12
3203506,18446744073678795122,12
3203798,18446744073678785414,292
3204710,18446744073678776326,912
3204746,18446744073678766362,36
3204766,18446744073678756382,20
3204774,18446744073678746390,8
3204798,18446744073678736414,24
3204814,18446744073678726430,16
3205738,18446744073678717354,924
3205758,18446744073678707374,20
3205774,18446744073678697390,16
3206702,18446744073678688318,928
3206714,18446744073678678330,12
3206734,18446744073678668350,20
3207610,18446744073678659226,876
3207662,18446744073678649278,52
3207686,18446744073678639302,24
3207702,18446744073678629318,16
3208634,18446744073678620250,932
3208658,18446744073678610274,24
3208666,18446744073678600282,8
3209654,18446744073678591270,988
3209666,18446744073678581282,12
3209678,18446744073678571294,12
3209690,18446744073678561306,12
3210570,18446744073678552186,880
3210602,18446744073678542218,32
3210618,18446744073678532234,16
3210634,18446744073678522250,16
3210682,18446744073678512298,48
3211674,18446744073678503290,992
3211694,18446744073678493310,20
3211702,18446744073678483318,8
3211714,18446744073678473330,12
3212674,18446744073678464290,960
3212694,18446744073678454310,20
3212706,18446744073678444322,12
3212718,18446744073678434334,12
3213710,18446744073678425326,992
3213722,18446744073678415338,12
3213734,18446744073678405350,12
3214650,18446744073678396266,916
3214670,18446744073678386286,20
3214690,18446744073678376306,20
3214706,18446744073678366322,16
3214722,18446744073678356338,16
3215694,18446744073678347310,972
3215710,18446744073678337326,16
3215726,18446744073678327342,16
3215734,18446744073678317350,8
3216718,18446744073678308334,984
3216754,18446744073678298370,36
3216770,18446744073678288386,16
3216782,18446744073678278398,12
3217730,18446744073678269346,948
3217746,18446744073678259362,16
3217754,18446744073678249370,8
3217770,18446744073678239386,16
3218722,18446744073678230338,952
3218742,18446744073678220358,20
3218758,18446744073678210374,16
3218766,18446744073678200382,8
3219702,18446744073678191318,936
3219718,18446744073678181334,16
3219730,18446744073678171346,12
3219746,18446744073678161362,16
3220746,18446744073678152362,1000
3220762,18446744073678142378,16
3220774,18446744073678132390,12
3220790,18446744073678122406,16
3221690,18446744073678113306,900
3221710,18446744073678103326,20
3222146,18446744073678093762,436
3222158,18446744073678083774,12
3223098,18446744073678074714,940
3223106,18446744073678064722,8
3223118,18446744073678054734,12
3223130,18446744073678044746,12
3223174,18446744073678034790,44
3224074,18446744073678025690,900
3224090,18446744073678015706,16
3224106,18446744073678005722,16
3224118,18446744073677995734,12
3225058,18446744073677986674,940
3225074,18446744073677976690,16
3225082,18446744073677966698,8
3225966,18446744073677957582,884
3225978,18446744073677947594,12
3225990,18446744073677937606,12
3226030,18446744073677927646,40
3226966,18446744073677918582,936
3226994,18446744073677908610,28
3227258,18446744073677898874,264
3227298,18446744073677888914,40
3228242,18446744073677879858,944
3228250,18446744073677869866,8
3228266,18446744073677859882,16
3228278,18446744073677849894,12
3228294,18446744073677839910,16
3229294,18446744073677830910,1000
3229310,18446744073677820926,16
3229322,18446744073677810938,12
3229334,18446744073677800950,12
3230234,18446744073677791850,900
3230250,18446744073677781866,16
3230262,18446744073677771878,12
3230274,18446744073677761890,12
3231222,18446744073677752838,948
3231230,18446744073677742846,8
3231250,18446744073677732866,20
3231266,18446744073677722882,16
3232198,18446744073677713814,932
3232214,18446744073677703830,16
3232230,18446744073677693846,16
3232246,18446744073677683862,16
3232262,18446744073677673878,16
3233154,18446744073677664770,892
3233166,18446744073677654782,12
3233178,18446744073677644794,12
3233190,18446744073677634806,12
3234162,18446744073677625778,972
3234182,18446744073677615798,20
3234194,18446744073677605810,12
3235122,18446744073677596738,928
3235146,18446744073677586762,24
3235162,18446744073677576778,16
3235174,18446744073677566790,12
3236146,18446744073677557762,972
3236166,18446744073677547782,20
3236182,18446744073677537798,16
3236202,18446744073677527818,20
3237190,18446744073677518806,988
3237206,18446744073677508822,16
3237222,18446744073677498838,16
3237230,18446744073677488846,8
3237238,18446744073677478854,8
3238146,18446744073677469762,908
3238162,18446744073677459778,16
3238178,18446744073677449794,16
3239094,18446744073677440710,916
3239186,18446744073677430802,92
3239198,18446744073677420814,12
3240194,18446744073677411810,996
3240210,18446744073677401826,16
3240222,18446744073677391838,12
3240234,18446744073677381850,12
3241218,18446744073677372834,984
3241238,18446744073677362854,20
3241254,18446744073677352870,16
3241266,18446744073677342882,12
3242194,18446744073677333810,928
3242214,18446744073677323830,20
3242230,18446744073677313846,16
3242242,18446744073677303858,12
3243166,18446744073677294782,924
3243186,18446744073677284802,20
3243206,18446744073677274822,20
3243222,18446744073677264838,16
3244166,18446744073677255782,944
3244194,18446744073677245810,28
3244210,18446744073677235826,16
3244226,18446744073677225842,16
3245190,18446744073677216806,964
3245210,18446744073677206826,20
3245218,18446744073677196834,8
3245230,18446744073677186846,12
3246158,18446744073677177774,928
3246182,18446744073677167798,24
3246206,18446744073677157822,24
3246218,18446744073677147834,12
3247178,18446744073677138794,960
3247198,18446744073677128814,20
3247210,18446744073677118826,12
3247226,18446744073677108842,16
3248206,18446744073677099822,980
3248218,18446744073677089834,12
3248238,18446744073677079854,20
3248246,18446744073677069862,8
3249146,18446744073677060762,900
3249162,18446744073677050778,16
3249174,18446744073677040790,12
3249182,18446744073677030798,8
3249198,18446744073677020814,16
3250154,18446744073677011770,956
3250190,18446744073677001806,36
3250206,18446744073676991822,16
3251142,18446744073676982758,936
3251154,18446744073676972770,12
3251358,18446744073676962974,204
3251366,18446744073676952982,8
3252322,18446744073676943938,956
3252350,18446744073676933966,28
3252362,18446744073676923978,12
3252378,18446744073676913994,16
3252394,18446744073676904010,16
3252398,18446744073676894014,4
3253322,18446744073676884938,924
3253338,18446744073676874954,16
3253350,18446744073676864966,12
3254286,18446744073676855902,936
3254658,18446744073676846274,372
3254674,18446744073676836290,16
3254698,18446744073676826314,24
3255682,18446744073676817298,984
3255698,18446744073676807314,16
3255706,18446744073676797322,8
3255722,18446744073676787338,16
3255734,18446744073676777350,12
3256674,18446744073676768290,940
3256690,18446744073676758306,16
3256698,18446744073676748314,8
3257666,18446744073676739282,968
3257682,18446744073676729298,16
3257702,18446744073676719318,20
3257714,18446744073676709330,12
3258698,18446744073676700314,984
3258710,18446744073676690326,12
3258722,18446744073676680338,12
3258734,18446744073676670350,12
3259638,18446744073676661254,904
3259666,18446744073676651282,28
3259678,18446744073676641294,12
3259706,18446744073676631322,28
3260666,18446744073676622282,960
3260678,18446744073676612294,12
3260694,18446744073676602310,16
3260714,18446744073676592330,20
3261706,18446744073676583322,992
3261722,18446744073676573338,16
3261742,18446744073676563358,20
3261750,18446744073676553366,8
3262658,18446744073676544274,908
3262678,18446744073676534294,20
3262686,18446744073676524302,8
3262694,18446744073676514310,8
3262710,18446744073676504326,16
3263686,18446744073676495302,976
3263730,18446744073676485346,44
3263750,18446744073676475366,20
3263762,18446744073676465378,12
3264658,18446744073676456274,896
3264674,18446744073676446290,16
3264694,18446744073676436310,20
3264710,18446744073676426326,16
3265646,18446744073676417262,936
3265658,18446744073676407274,12
3265694,18446744073676397310,36
3265710,18446744073676387326,16
3266686,18446744073676378302,976
3266738,18446744073676368354,52
3266758,18446744073676358374,20
3266770,18446744073676348386,12
3267718,18446744073676339334,948
3267734,18446744073676329350,16
3267746,18446744073676319362,12
3267762,18446744073676309378,16
3268722,18446744073676300338,960
3268738,18446744073676290354,16
3268750,18446744073676280366,12
3268762,18446744073676270378,12
3269698,18446744073676261314,936
3269718,18446744073676251334,20
3269738,18446744073676241354,20
3269750,18446744073676231366,12
3270658,18446744073676222274,908
3270710,18446744073676212326,52
3270722,18446744073676202338,12
3271686,18446744073676193302,964
3271694,18446744073676183310,8
3271706,18446744073676173322,12
3271718,18446744073676163334,12
3272678,18446744073676154294,960
3272690,18446744073676144306,12
3272858,18446744073676134474,168
3273830,18446744073676125446,972
3273874,18446744073676115490,44
3274158,18446744073676105774,284
3274166,18446744073676095782,8
3274186,18446744073676085802,20
3275146,18446744073676076762,960
3275162,18446744073676066778,16
3275174,18446744073676056790,12
3275182,18446744073676046798,8
3275198,18446744073676036814,16
3276166,18446744073676027782,968
3276186,18446744073676017802,20
3276206,18446744073676007822,20
3276218,18446744073675997834,12
3277190,18446744073675988806,972
3277206,18446744073675978822,16
3277218,18446744073675968834,12
3277238,18446744073675958854,20
3277246,18446744073675948862,8
3278138,18446744073675939754,892
3278162,18446744073675929778,24
3278174,18446744073675919790,12
3278190,18446744073675909806,16
3279154,18446744073675900770,964
3279182,18446744073675890798,28
3279234,18446744073675880850,52
3279250,18446744073675870866,16
3280182,18446744073675861798,932
3280258,18446744073675851874,76
3280274,18446744073675841890,16
3280286,18446744073675831902,12
3281182,18446744073675822798,896
3281202,18446744073675812818,20
3281226,18446744073675802842,24
3281258,18446744073675792874,32
3282250,18446744073675783866,992
3282278,18446744073675773894,28
3282286,18446744073675763902,8
3282298,18446744073675753914,12
3283246,18446744073675744862,948
3283258,18446744073675734874,12
3283270,18446744073675724886,12
3283286,18446744073675714902,16
3284194,18446744073675705810,908
3284210,18446744073675695826,16
3284222,18446744073675685838,12
3284234,18446744073675675850,12
3285202,18446744073675666818,968
3285238,18446744073675656854,36
3285250,18446744073675646866,12
3285266,18446744073675636882,16
3286210,18446744073675627826,944
3286234,18446744073675617850,24
3286238,18446744073675607854,4
3286574,18446744073675598190,336
3287602,18446744073675589218,1028
3287850,18446744073675579466,248
3287866,18446744073675569482,16
3287882,18446744073675559498,16
3287898,18446744073675549514,16
3288826,18446744073675540442,928
3288838,18446744073675530454,12
3288850,18446744073675520466,12
3288862,18446744073675510478,12
3289758,18446744073675501374,896
3289774,18446744073675491390,16
3289806,18446744073675481422,32
3289822,18446744073675471438,16
3290730,18446744073675462346,908
3290782,18446744073675452398,52
3290806,18446744073675442422,24
3290810,18446744073675432426,4
3291746,18446744073675423362,936
3291774,18446744073675413390,28
3291794,18446744073675403410,20
3291806,18446744073675393422,12
3292738,18446744073675384354,932
3292750,18446744073675374366,12
3292774,18446744073675364390,24
3292786,18446744073675354402,12
3293770,18446744073675345386,984
3293774,18446744073675335390,4
3293794,18446744073675325410,20
3293806,18446744073675315422,12
3294774,18446744073675306390,968
3294786,18446744073675296402,12
3294794,18446744073675286410,8
3294810,18446744073675276426,16
3295734,18446744073675267350,924
3295766,18446744073675257382,32
3295798,18446744073675247414,32
3295822,18446744073675237438,24
3296746,18446744073675228362,924
3296774,18446744073675218390,28
3296794,18446744073675208410,20
3296806,18446744073675198422,12
3297710,18446744073675189326,904
3297734,18446744073675179350,24
3297746,18446744073675169362,12
3297766,18446744073675159382,20
3298690,18446744073675150306,924
3298714,18446744073675140330,24
3298730,18446744073675130346,16
3298746,18446744073675120362,16
3299694,18446744073675111310,948
3299722,18446744073675101338,28
3299734,18446744073675091350,12
3299750,18446744073675081366,16
3300702,18446744073675072318,952
3300714,18446744073675062330,12
3300726,18446744073675052342,12
3300738,18446744073675042354,12
3301682,18446744073675033298,944
3301702,18446744073675023318,20
3301718,18446744073675013334,16
3301734,18446744073675003350,16
3302638,18446744073674994254,904
3302674,18446744073674984290,36
3303030,18446744073674974646,356
3303058,18446744073674964674,28
3303934,18446744073674955550,876
3303950,18446744073674945566,16
3303962,18446744073674935578,12
3303978,18446744073674925594,16
3304130,18446744073674915746,152
3305046,18446744073674906662,916
3305066,18446744073674896682,20
3305078,18446744073674886694,12
3305938,18446744073674877554,860
3305958,18446744073674867574,20
3306010,18446744073674857626,52
3306078,18446744073674847694,68
3306978,18446744073674838594,900
3307006,18446744073674828622,28
3307022,18446744073674818638,16
3307054,18446744073674808670,32
3308090,18446744073674799706,1036
3308122,18446744073674789738,32
3308162,18446744073674779778,40
3308210,18446744073674769826,48
3309234,18446744073674760850,1024
3309246,18446744073674750862,12
3309262,18446744073674740878,16
3309278,18446744073674730894,16
3309290,18446744073674720906,12
3310246,18446744073674711862,956
3310262,18446744073674701878,16
3310270,18446744073674691886,8
3310282,18446744073674681898,12
3311210,18446744073674672826,928
3311226,18446744073674662842,16
3311286,18446744073674652902,60
3311310,18446744073674642926,24
3312218,18446744073674633834,908
3312238,18446744073674623854,20
3312302,18446744073674613918,64
3312314,18446744073674603930,12
3313246,18446744073674594862,932
3313298,18446744073674584914,52
3313310,18446744073674574926,12
3313318,18446744073674564934,8
3313330,18446744073674554946,12
3314194,18446744073674545810,864
3314206,18446744073674535822,12
3314222,18446744073674525838,16
3314234,18446744073674515850,12
3315150,18446744073674506766,916
3315174,18446744073674496790,24
3315190,18446744073674486806,16
3316170,18446744073674477786,980
3316178,18446744073674467794,8
3316194,18446744073674457810,16
3316210,18446744073674447826,16
3317178,18446744073674438794,968
3317202,18446744073674428818,24
3317218,18446744073674418834,16
3317230,18446744073674408846,12
3318210,18446744073674399826,980
3318222,18446744073674389838,12
3318238,18446744073674379854,16
3318250,18446744073674369866,12
3319166,18446744073674360782,916
3319582,18446744073674351198,416
3319598,18446744073674341214,16
3319610,18446744073674331226,12
3320510,18446744073674322126,900
3320522,18446744073674312138,12
3320538,18446744073674302154,16
3320554,18446744073674292170,16
3320570,18446744073674282186,16
3321502,18446744073674273118,932
3321514,18446744073674263130,12
3321530,18446744073674253146,16
3322390,18446744073674244006,860
3322462,18446744073674234078,72
3322482,18446744073674224098,20
3322494,18446744073674214110,12
3323402,18446744073674205018,908
3323450,18446744073674195066,48
3323474,18446744073674185090,24
3323482,18446744073674175098,8
3324434,18446744073674166050,952
3324450,18446744073674156066,16
3324458,18446744073674146074,8
3324478,18446744073674136094,20
3325394,18446744073674127010,916
3325410,18446744073674117026,16
3325430,18446744073674107046,20
3325442,18446744073674097058,12
3326386,18446744073674088002,944
3326410,18446744073674078026,24
3326418,18446744073674068034,8
3326430,18446744073674058046,12
3327314,18446744073674048930,884
3327322,18446744073674038938,8
3327334,18446744073674028950,12
3327354,18446744073674018970,20
3328290,18446744073674009906,936
3328330,18446744073673999946,40
3328346,18446744073673989962,16
3328366,18446744073673979982,20
3329234,18446744073673970850,868
3329258,18446744073673960874,24
3329542,18446744073673951158,284
3329562,18446744073673941178,20
3330482,18446744073673932098,920
3330522,18446744073673922138,40
3330534,18446744073673912150,12
3330546,18446744073673902162,12
3331462,18446744073673893078,916
3331494,18446744073673883110,32
3331506,18446744073673873122,12
3331518,18446744073673863134,12
3332482,18446744073673854098,964
3332502,18446744073673844118,20
3332514,18446744073673834130,12
3332526,18446744073673824142,12
3332534,18446744073673814150,8
3333450,18446744073673805066,916
3333458,18446744073673795074,8
3333482,18446744073673785098,24
3334754,18446744073673776370,1272
3334762,18446744073673766378,8
3334774,18446744073673756390,12
3334786,18446744073673746402,12
3335682,18446744073673737298,896
3335998,18446744073673727614,316
3336010,18446744073673717626,12
3336030,18446744073673707646,20
3336038,18446744073673697654,8
3336958,18446744073673688574,920
3336970,18446744073673678586,12
3336990,18446744073673668606,20
3337002,18446744073673658618,12
3337882,18446744073673649498,880
3337906,18446744073673639522,24
3337922,18446744073673629538,16
3337926,18446744073673619542,4
3338850,18446744073673610466,924
3338866,18446744073673600482,16
3338878,18446744073673590494,12
3339802,18446744073673581418,924
3339822,18446744073673571438,20
3339838,18446744073673561454,16
3339850,18446744073673551466,12
3340766,18446744073673542382,916
3340790,18446744073673532406,24
3340802,18446744073673522418,12
3340854,18446744073673512470,52
3341794,18446744073673503410,940
3341810,18446744073673493426,16
3341822,18446744073673483438,12
3341838,18446744073673473454,16
3342774,18446744073673464390,936
3342790,18446744073673454406,16
3342806,18446744073673444422,16
3342822,18446744073673434438,16
3343694,18446744073673425310,872
3343706,18446744073673415322,12
3343718,18446744073673405334,12
3343730,18446744073673395346,12
3344662,18446744073673386278,932
3344694,18446744073673376310,32
3344718,18446744073673366334,24
3345658,18446744073673357274,940
3345714,18446744073673347330,56
3345730,18446744073673337346,16
3345738,18446744073673327354,8
3345758,18446744073673317374,20
3346690,18446744073673308306,932
3346702,18446744073673298318,12
3346710,18446744073673288326,8
3347618,18446744073673279234,908
3347634,18446744073673269250,16
3347650,18446744073673259266,16
3347674,18446744073673249290,24
3347682,18446744073673239298,8
3348562,18446744073673230178,880
3348602,18446744073673220218,40
3348618,18446744073673210234,16
3348630,18446744073673200246,12
3349510,18446744073673191126,880
3349530,18446744073673181146,20
3349550,18446744073673171166,20
3350490,18446744073673162106,940
3350530,18446744073673152146,40
3350546,18446744073673142162,16
3350558,18446744073673132174,12
3351418,18446744073673123034,860
3351442,18446744073673113058,24
3351794,18446744073673103410,352
3352730,18446744073673094346,936
3353022,18446744073673084638,292
3353038,18446744073673074654,16
3353054,18446744073673064670,16
3353066,18446744073673054682,12
3353982,18446744073673045598,916
3353994,18446744073673035610,12
3354006,18446744073673025622,12
3354022,18446744073673015638,16
3354858,18446744073673006474,836
3354906,18446744073672996522,48
3354922,18446744073672986538,16
3354938,18446744073672976554,16
3355866,18446744073672967482,928
3355886,18446744073672957502,20
3355906,18446744073672947522,20
3355922,18446744073672937538,16
3356854,18446744073672928470,932
3356874,18446744073672918490,20
3356898,18446744073672908514,24
3356926,18446744073672898542,28
3357854,18446744073672889470,928
3357862,18446744073672879478,8
3357878,18446744073672869494,16
3357886,18446744073672859502,8
3358846,18446744073672850462,960
3358866,18446744073672840482,20
3358878,18446744073672830494,12
3358890,18446744073672820506,12
3359838,18446744073672811454,948
3359854,18446744073672801470,16
3359874,18446744073672791490,20
3360166,18446744073672781782,292
3361154,18446744073672772770,988
3361178,18446744073672762794,24
3361202,18446744073672752818,24
3361226,18446744073672742842,24
3361234,18446744073672732850,8
3362174,18446744073672723790,940
3362194,18446744073672713810,20
3362210,18446744073672703826,16
3362226,18446744073672693842,16
3363182,18446744073672684798,956
3363198,18446744073672674814,16
3363214,18446744073672664830,16
3363230,18446744073672654846,16
3364130,18446744073672645746,900
3364162,18446744073672635778,32
3364174,18446744073672625790,12
3364194,18446744073672615810,20
3364206,18446744073672605822,12
3365106,18446744073672596722,900
3365122,18446744073672586738,16
3365182,18446744073672576798,60
3365206,18446744073672566822,24
3366162,18446744073672557778,956
3366182,18446744073672547798,20
3366194,18446744073672537810,12
3366206,18446744073672527822,12
3367170,18446744073672518786,964
3367186,18446744073672508802,16
3367206,18446744073672498822,20
3367234,18446744073672488850,28
3368162,18446744073672479778,928
3368194,18446744073672469810,32
3368242,18446744073672459858,48
3369190,18446744073672450806,948
3369210,18446744073672440826,20
3369222,18446744073672430838,12
3369230,18446744073672420846,8
3370166,18446744073672411782,936
3370186,18446744073672401802,20
3370198,18446744073672391814,12
3371158,18446744073672382774,960
3371178,18446744073672372794,20
3371198,18446744073672362814,20
3371206,18446744073672352822,8
3372162,18446744073672343778,956
3372174,18446744073672333790,12
3372186,18446744073672323802,12
3372198,18446744073672313814,12
3373102,18446744073672304718,904
3373114,18446744073672294730,12
3373130,18446744073672284746,16
3373154,18446744073672274770,24
3374146,18446744073672265762,992
3374190,18446744073672255806,44
3374210,18446744073672245826,20
3374218,18446744073672235834,8
3375182,18446744073672226798,964
3375238,18446744073672216854,56
3375254,18446744073672206870,16
3375266,18446744073672196882,12
3376214,18446744073672187830,948
3376230,18446744073672177846,16
3376242,18446744073672167858,12
3376258,18446744073672157874,16
3376462,18446744073672148078,204
3377342,18446744073672138958,880
3377366,18446744073672128982,24
3377370,18446744073672118986,4
3377390,18446744073672109006,20
3377402,18446744073672099018,12
3378302,18446744073672089918,900
3378334,18446744073672079950,32
3378338,18446744073672069954,4
3378354,18446744073672059970,16
3379250,18446744073672050866,896
3379262,18446744073672040878,12
3379274,18446744073672030890,12
3380202,18446744073672021818,928
3380246,18446744073672011862,44
3380266,18446744073672001882,20
3380274,18446744073671991890,8
3381210,18446744073671982826,936
3381246,18446744073671972862,36
3381262,18446744073671962878,16
3381274,18446744073671952890,12
3382234,18446744073671943850,960
3382258,18446744073671933874,24
3382266,18446744073671923882,8
3382286,18446744073671913902,20
3383238,18446744073671904854,952
3383262,18446744073671894878,24
3383278,18446744073671884894,16
3383290,18446744073671874906,12
3384186,18446744073671865802,896
3384618,18446744073671856234,432
3384654,18446744073671846270,36
3385574,18446744073671837190,920
3385594,18446744073671827210,20
3385674,18446744073671817290,80
3385690,18446744073671807306,16
3385702,18446744073671797318,12
3386686,18446744073671788302,984
3386702,18446744073671778318,16
3386718,18446744073671768334,16
3386730,18446744073671758346,12
3387622,18446744073671749238,892
3387638,18446744073671739254,16
3387674,18446744073671729290,36
3387694,18446744073671719310,20
3388666,18446744073671710282,972
3388678,18446744073671700294,12
3388694,18446744073671690310,16
3388722,18446744073671680338,28
3389614,18446744073671671230,892
3389666,18446744073671661282,52
3389682,18446744073671651298,16
3389722,18446744073671641338,40
3390682,18446744073671632298,960
3390702,18446744073671622318,20
3390718,18446744073671612334,16
3390730,18446744073671602346,12
3391710,18446744073671593326,980
3391726,18446744073671583342,16
3391738,18446744073671573354,12
3391750,18446744073671563366,12
3392658,18446744073671554274,908
3392666,18446744073671544282,8
3392686,18446744073671534302,20
3392766,18446744073671524382,80
3393674,18446744073671515290,908
3393706,18446744073671505322,32
3393730,18446744073671495346,24
3393746,18446744073671485362,16
3393762,18446744073671475378,16
3394702,18446744073671466318,940
3394718,18446744073671456334,16
3394738,18446744073671446354,20
3394750,18446744073671436366,12
3395706,18446744073671427322,956
3395738,18446744073671417354,32
3395762,18446744073671407378,24
3395774,18446744073671397390,12
3396722,18446744073671388338,948
3396734,18446744073671378350,12
3396754,18446744073671368370,20
3396762,18446744073671358378,8
3397710,18446744073671349326,948
3397734,18446744073671339350,24
3397750,18446744073671329366,16
3397758,18446744073671319374,8
3398694,18446744073671310310,936
3398702,18446744073671300318,8
3398718,18446744073671290334,16
3398734,18446744073671280350,16
3399678,18446744073671271294,944
3399694,18446744073671261310,16
3399914,18446744073671251530,220
3399922,18446744073671241538,8
3400910,18446744073671232526,988
3400918,18446744073671222534,8
3400930,18446744073671212546,12
3400946,18446744073671202562,16
3401866,18446744073671193482,920
3401878,18446744073671183494,12
3401890,18446744073671173506,12
3401902,18446744073671163518,12
3402822,18446744073671154438,920
3402846,18446744073671144462,24
3402862,18446744073671134478,16
3403774,18446744073671125390,912
3403790,18446744073671115406,16
3403802,18446744073671105418,12
3403822,18446744073671095438,20
3404774,18446744073671086390,952
3404790,18446744073671076406,16
3404806,18446744073671066422,16
3404818,18446744073671056434,12
3405722,18446744073671047338,904
3405762,18446744073671037378,40
3405774,18446744073671027390,12
3405794,18446744073671017410,20
3406762,18446744073671008378,968
3406778,18446744073670998394,16
3407062,18446744073670988678,284
3407078,18446744073670978694,16
3407982,18446744073670969598,904
3408014,18446744073670959630,32
3408026,18446744073670949642,12
3408046,18446744073670939662,20
3408062,18446744073670929678,16
3408922,18446744073670920538,860
3408966,18446744073670910582,44
3408990,18446744073670900606,24
3409058,18446744073670890674,68
3410042,18446744073670881658,984
3410058,18446744073670871674,16
3410066,18446744073670861682,8
3410082,18446744073670851698,16
3411034,18446744073670842650,952
3411046,18446744073670832662,12
3411058,18446744073670822674,12
3411074,18446744073670812690,16
3412074,18446744073670803690,1000
3412098,18446744073670793714,24
3412150,18446744073670783766,52
3412162,18446744073670773778,12
3413090,18446744073670764706,928
3413102,18446744073670754718,12
3413110,18446744073670744726,8
3413122,18446744073670734738,12
3413226,18446744073670724842,104
3414190,18446744073670715806,964
3414218,18446744073670705834,28
3414234,18446744073670695850,16
3414246,18446744073670685862,12
3415574,18446744073670677190,1328
3415594,18446744073670667210,20
3415610,18446744073670657226,16
3415622,18446744073670647238,12
3416662,18446744073670638278,1040
3416678,18446744073670628294,16
3416694,18446744073670618310,16
3417050,18446744073670608666,356
3417062,18446744073670598678,12
3417978,18446744073670589594,916
3417998,18446744073670579614,20
3418006,18446744073670569622,8
3418018,18446744073670559634,12
3418034,18446744073670549650,16
3418926,18446744073670540542,892
3418938,18446744073670530554,12
3418950,18446744073670520566,12
3418962,18446744073670510578,12
3419858,18446744073670501474,896
3419870,18446744073670491486,12
3419894,18446744073670481510,24
3420790,18446744073670472406,896
3420806,18446744073670462422,16
3420818,18446744073670452434,12
3420834,18446744073670442450,16
3421782,18446744073670433398,948
3421802,18446744073670423418,20
3421830,18446744073670413446,28
3421846,18446744073670403462,16
3422806,18446744073670394422,960
3422818,18446744073670384434,12
3422834,18446744073670374450,16
3422850,18446744073670364466,16
3423806,18446744073670355422,956
3423822,18446744073670345438,16
3423846,18446744073670335462,24
3423866,18446744073670325482,20
3424854,18446744073670316470,988
3424866,18446744073670306482,12
3424902,18446744073670296518,36
3424918,18446744073670286534,16
3425830,18446744073670277446,912
3425862,18446744073670267478,32
3425894,18446744073670257510,32
3425914,18446744073670247530,20
3426858,18446744073670238474,944
3426866,18446744073670228482,8
3426890,18446744073670218506,24
3426902,18446744073670208518,12
3427846,18446744073670199462,944
3427878,18446744073670189494,32
3427894,18446744073670179510,16
3427906,18446744073670169522,12
3428810,18446744073670160426,904
3428838,18446744073670150454,28
3428850,18446744073670140466,12
3429218,18446744073670130834,368
3429226,18446744073670120842,8
3430190,18446744073670111806,964
3430522,18446744073670102138,332
3430538,18446744073670092154,16
3430542,18446744073670082158,4
3430554,18446744073670072170,12
3431494,18446744073670063110,940
3431510,18446744073670053126,16
3431522,18446744073670043138,12
3431538,18446744073670033154,16
3431550,18446744073670023166,12
3432498,18446744073670014114,948
3432514,18446744073670004130,16
3432530,18446744073669994146,16
3432830,18446744073669984446,300
3433726,18446744073669975342,896
3433734,18446744073669965350,8
3433758,18446744073669955374,24
3433770,18446744073669945386,12
3434706,18446744073669936322,936
3434718,18446744073669926334,12
3434730,18446744073669916346,12
3434746,18446744073669906362,16
3435670,18446744073669897286,924
3435674,18446744073669887290,4
3435694,18446744073669877310,20
3436646,18446744073669868262,952
3436662,18446744073669858278,16
3436678,18446744073669848294,16
3436690,18446744073669838306,12
3437690,18446744073669829306,1000
3437714,18446744073669819330,24
3437730,18446744073669809346,16
3437754,18446744073669799370,24
3438674,18446744073669790290,920
3438718,18446744073669780334,44
3438734,18446744073669770350,16
3438998,18446744073669760614,264
3439910,18446744073669751526,912
3439922,18446744073669741538,12
3439946,18446744073669731562,24
3439954,18446744073669721570,8
3439962,18446744073669711578,8
3440894,18446744073669702510,932
3440918,18446744073669692534,24
3440926,18446744073669682542,8
3440938,18446744073669672554,12
3441886,18446744073669663502,948
3441902,18446744073669653518,16
3441910,18446744073669643526,8
3441926,18446744073669633542,16
3442890,18446744073669624506,964
3442910,18446744073669614526,20
3442922,18446744073669604538,12
3442934,18446744073669594550,12
3443866,18446744073669585482,932
3443890,18446744073669575506,24
3443906,18446744073669565522,16
3443922,18446744073669555538,16
3444862,18446744073669546478,940
3444882,18446744073669536498,20
3444894,18446744073669526510,12
3444906,18446744073669516522,12
3446166,18446744073669507782,1260
3446182,18446744073669497798,16
3446190,18446744073669487806,8
3446206,18446744073669477822,16
3447162,18446744073669468778,956
3447182,18446744073669458798,20
3447194,18446744073669448810,12
3447210,18446744073669438826,16
3447222,18446744073669428838,12
3448194,18446744073669419810,972
3448202,18446744073669409818,8
3448214,18446744073669399830,12
3448230,18446744073669389846,16
3449154,18446744073669380770,924
3449186,18446744073669370802,32
3449554,18446744073669361170,368
3449578,18446744073669351194,24
3450502,18446744073669342118,924
3450518,18446744073669332134,16
3450534,18446744073669322150,16
3450546,18446744073669312162,12
3450554,18446744073669302170,8
3451470,18446744073669293086,916
3451486,18446744073669283102,16
3451498,18446744073669273114,12
3452358,18446744073669263974,860
