Latency,LatencyAdj,Interval
4500702,18446744073630212318,24
4500718,18446744073630202334,16
4500738,18446744073630192354,20
4501682,18446744073630183298,944
4501702,18446744073630173318,20
4501726,18446744073630163342,24
4501738,18446744073630153354,12
4502698,18446744073630144314,960
4502722,18446744073630134338,24
4502742,18446744073630124358,20
4502754,18446744073630114370,12
4503658,18446744073630105274,904
4504046,18446744073630095662,388
4504066,18446744073630085682,20
4504082,18446744073630075698,16
4504966,18446744073630066582,884
4505030,18446744073630056646,64
4505046,18446744073630046662,16
4505054,18446744073630036670,8
4505066,18446744073630026682,12
4505982,18446744073630017598,916
4505990,18446744073630007606,8
4506010,18446744073629997626,20
4506966,18446744073629988582,956
4506990,18446744073629978606,24
4507006,18446744073629968622,16
4507018,18446744073629958634,12
4507938,18446744073629949554,920
4507962,18446744073629939578,24
4507982,18446744073629929598,20
4507994,18446744073629919610,12
4508910,18446744073629910526,916
4508922,18446744073629900538,12
4508962,18446744073629890578,40
4508970,18446744073629880586,8
4509838,18446744073629871454,868
4509854,18446744073629861470,16
4509866,18446744073629851482,12
4510810,18446744073629842426,944
4510882,18446744073629832498,72
4510894,18446744073629822510,12
4510906,18446744073629812522,12
4511822,18446744073629803438,916
4511838,18446744073629793454,16
4511850,18446744073629783466,12
4511866,18446744073629773482,16
4512782,18446744073629764398,916
4512806,18446744073629754422,24
4512830,18446744073629744446,24
4512874,18446744073629734490,44
4513802,18446744073629725418,928
4513818,18446744073629715434,16
4513830,18446744073629705446,12
4514746,18446744073629696362,916
4514766,18446744073629686382,20
4514806,18446744073629676422,40
4514814,18446744073629666430,8
4515766,18446744073629657382,952
4515958,18446744073629647574,192
4515974,18446744073629637590,16
4515990,18446744073629627606,16
4516938,18446744073629618554,948
4516970,18446744073629608586,32
4516982,18446744073629598598,12
4517262,18446744073629588878,280
4517278,18446744073629578894,16
4518222,18446744073629569838,944
4518246,18446744073629559862,24
4518262,18446744073629549878,16
4518270,18446744073629539886,8
4518282,18446744073629529898,12
4519234,18446744073629520850,952
4519250,18446744073629510866,16
4519258,18446744073629500874,8
4519282,18446744073629490898,24
4520190,18446744073629481806,908
4520654,18446744073629472270,464
4520666,18446744073629462282,12
4521554,18446744073629453170,888
4521574,18446744073629443190,20
4521658,18446744073629433274,84
4521698,18446744073629423314,40
4521706,18446744073629413322,8
4522698,18446744073629404314,992
4522710,18446744073629394326,12
4522726,18446744073629384342,16
4522742,18446744073629374358,16
4523774,18446744073629365390,1032
4523794,18446744073629355410,20
4523806,18446744073629345422,12
4523818,18446744073629335434,12
4524798,18446744073629326414,980
4524814,18446744073629316430,16
4525118,18446744073629306734,304
4525130,18446744073629296746,12
4526154,18446744073629287770,1024
4526166,18446744073629277782,12
4526186,18446744073629267802,20
4526194,18446744073629257810,8
4526210,18446744073629247826,16
4527138,18446744073629238754,928
4527166,18446744073629228782,28
4527174,18446744073629218790,8
4527202,18446744073629208818,28
4528186,18446744073629199802,984
4528230,18446744073629189846,44
4528242,18446744073629179858,12
4528258,18446744073629169874,16
4529222,18446744073629160838,964
4529238,18446744073629150854,16
4529262,18446744073629140878,24
4529266,18446744073629130882,4
4530202,18446744073629121818,936
4530234,18446744073629111850,32
4530254,18446744073629101870,20
4530262,18446744073629091878,8
4531170,18446744073629082786,908
4531206,18446744073629072822,36
4531226,18446744073629062842,20
4531258,18446744073629052874,32
4532154,18446744073629043770,896
4532166,18446744073629033782,12
4532198,18446744073629023814,32
4532210,18446744073629013826,12
4533090,18446744073629004706,880
4533110,18446744073628994726,20
4533118,18446744073628984734,8
4533146,18446744073628974762,28
4534146,18446744073628965762,1000
4534162,18446744073628955778,16
4534186,18446744073628945802,24
4535166,18446744073628936782,980
4535182,18446744073628926798,16
4535194,18446744073628916810,12
4535206,18446744073628906822,12
4535222,18446744073628896838,16
4536190,18446744073628887806,968
4536198,18446744073628877814,8
4536226,18446744073628867842,28
4536234,18446744073628857850,8
4537182,18446744073628848798,948
4537194,18446744073628838810,12
4537206,18446744073628828822,12
4538182,18446744073628819798,976
4538194,18446744073628809810,12
4538214,18446744073628799830,20
4538222,18446744073628789838,8
4539210,18446744073628780826,988
4539218,18446744073628770834,8
4539234,18446744073628760850,16
4540166,18446744073628751782,932
4540182,18446744073628741798,16
4540194,18446744073628731810,12
4540234,18446744073628721850,40
4541210,18446744073628712826,976
4541226,18446744073628702842,16
4541246,18446744073628692862,20
4541262,18446744073628682878,16
4542158,18446744073628673774,896
4542198,18446744073628663814,40
4542222,18446744073628653838,24
4542234,18446744073628643850,12
4543166,18446744073628634782,932
4543210,18446744073628624826,44
4543226,18446744073628614842,16
4543246,18446744073628604862,20
4544194,18446744073628595810,948
4544214,18446744073628585830,20
4544230,18446744073628575846,16
4544262,18446744073628565878,32
4545142,18446744073628556758,880
4545182,18446744073628546798,40
4545198,18446744073628536814,16
4545206,18446744073628526822,8
4546182,18446744073628517798,976
4546194,18446744073628507810,12
4546226,18446744073628497842,32
4547158,18446744073628488774,932
4547178,18446744073628478794,20
4547190,18446744073628468806,12
4547202,18446744073628458818,12
4547222,18446744073628448838,20
4548146,18446744073628439762,924
4548166,18446744073628429782,20
4548206,18446744073628419822,40
4548230,18446744073628409846,24
4549178,18446744073628400794,948
4549194,18446744073628390810,16
4549238,18446744073628380854,44
4549250,18446744073628370866,12
4550182,18446744073628361798,932
4550202,18446744073628351818,20
4550238,18446744073628341854,36
4550258,18446744073628331874,20
4551206,18446744073628322822,948
4551226,18446744073628312842,20
4551242,18446744073628302858,16
4551254,18446744073628292870,12
4552234,18446744073628283850,980
4552254,18446744073628273870,20
4552262,18446744073628263878,8
4552278,18446744073628253894,16
4553174,18446744073628244790,896
4553190,18446744073628234806,16
4553554,18446744073628225170,364
4553570,18446744073628215186,16
4554478,18446744073628206094,908
4554486,18446744073628196102,8
4554502,18446744073628186118,16
4554514,18446744073628176130,12
4555438,18446744073628167054,924
4555454,18446744073628157070,16
4555486,18446744073628147102,32
4556430,18446744073628138046,944
4556446,18446744073628128062,16
4556466,18446744073628118082,20
4556502,18446744073628108118,36
4557426,18446744073628099042,924
4557450,18446744073628089066,24
4557462,18446744073628079078,12
4557466,18446744073628069082,4
4558398,18446744073628060014,932
4558446,18446744073628050062,48
4558454,18446744073628040070,8
4558466,18446744073628030082,12
4559366,18446744073628020982,900
4559382,18446744073628010998,16
4559398,18446744073628001014,16
4559410,18446744073627991026,12
4560398,18446744073627982014,988
4560422,18446744073627972038,24
4560434,18446744073627962050,12
4560454,18446744073627952070,20
4561338,18446744073627942954,884
4561354,18446744073627932970,16
4561374,18446744073627922990,20
4561386,18446744073627913002,12
4562266,18446744073627903882,880
4562282,18446744073627893898,16
4562314,18446744073627883930,32
4562334,18446744073627873950,20
4563214,18446744073627864830,880
4563246,18446744073627854862,32
4563258,18446744073627844874,12
4563274,18446744073627834890,16
4564182,18446744073627825798,908
4564194,18446744073627815810,12
4564206,18446744073627805822,12
4565174,18446744073627796790,968
4565202,18446744073627786818,28
4565218,18446744073627776834,16
4565230,18446744073627766846,12
4566182,18446744073627757798,952
4566190,18446744073627747806,8
4566210,18446744073627737826,20
4566222,18446744073627727838,12
4567202,18446744073627718818,980
4567222,18446744073627708838,20
4567230,18446744073627698846,8
4567242,18446744073627688858,12
4568210,18446744073627679826,968
4568226,18446744073627669842,16
4568238,18446744073627659854,12
4568250,18446744073627649866,12
4569166,18446744073627640782,916
4569182,18446744073627630798,16
4569202,18446744073627620818,20
4569218,18446744073627610834,16
4570170,18446744073627601786,952
4570186,18446744073627591802,16
4570194,18446744073627581810,8
4571126,18446744073627572742,932
4571146,18446744073627562762,20
4571158,18446744073627552774,12
4571166,18446744073627542782,8
4572162,18446744073627533778,996
4572206,18446744073627523822,44
4572218,18446744073627513834,12
4573206,18446744073627504822,988
4573218,18446744073627494834,12
4573230,18446744073627484846,12
4573246,18446744073627474862,16
4574162,18446744073627465778,916
4574178,18446744073627455794,16
4574230,18446744073627445846,52
4574242,18446744073627435858,12
4575178,18446744073627426794,936
4575198,18446744073627416814,20
4575206,18446744073627406822,8
4575218,18446744073627396834,12
4576210,18446744073627387826,992
4576226,18446744073627377842,16
4576238,18446744073627367854,12
4576270,18446744073627357886,32
4577162,18446744073627348778,892
4577186,18446744073627338802,24
4577222,18446744073627328838,36
4577238,18446744073627318854,16
4578182,18446744073627309798,944
4578210,18446744073627299826,28
4578510,18446744073627290126,300
4579414,18446744073627281030,904
4579430,18446744073627271046,16
4579450,18446744073627261066,20
4579458,18446744073627251074,8
4579486,18446744073627241102,28
4579502,18446744073627231118,16
4580366,18446744073627221982,864
4580386,18446744073627212002,20
4580394,18446744073627202010,8
4581302,18446744073627192918,908
4581314,18446744073627182930,12
4581354,18446744073627172970,40
4581378,18446744073627162994,24
4582330,18446744073627153946,952
4582354,18446744073627143970,24
4582366,18446744073627133982,12
4582378,18446744073627123994,12
4583298,18446744073627114914,920
4583318,18446744073627104934,20
4583338,18446744073627094954,20
4583362,18446744073627084978,24
4584306,18446744073627075922,944
4584318,18446744073627065934,12
4584326,18446744073627055942,8
4584350,18446744073627045966,24
4585666,18446744073627037282,1316
4585686,18446744073627027302,20
4585702,18446744073627017318,16
4585710,18446744073627007326,8
4586606,18446744073626998222,896
4586610,18446744073626988226,4
4586966,18446744073626978582,356
4586978,18446744073626968594,12
4586990,18446744073626958606,12
4588286,18446744073626949902,1296
4588306,18446744073626939922,20
4588310,18446744073626929926,4
4588322,18446744073626919938,12
4589278,18446744073626910894,956
4589326,18446744073626900942,48
4589338,18446744073626890954,12
4589358,18446744073626880974,20
4589374,18446744073626870990,16
4590306,18446744073626861922,932
4590322,18446744073626851938,16
4590334,18446744073626841950,12
4590366,18446744073626831982,32
4591294,18446744073626822910,928
4591310,18446744073626812926,16
4591326,18446744073626802942,16
4591338,18446744073626792954,12
4592302,18446744073626783918,964
4592322,18446744073626773938,20
4592334,18446744073626763950,12
4592354,18446744073626753970,20
4593322,18446744073626744938,968
4593338,18446744073626734954,16
4593346,18446744073626724962,8
4593366,18446744073626714982,20
4594310,18446744073626705926,944
4594322,18446744073626695938,12
4594334,18446744073626685950,12
4594346,18446744073626675962,12
4595214,18446744073626666830,868
4595266,18446744073626656882,52
4595286,18446744073626646902,20
4595442,18446744073626637058,156
4596422,18446744073626628038,980
4596434,18446744073626618050,12
4596442,18446744073626608058,8
4596458,18446744073626598074,16
4597378,18446744073626588994,920
4597406,18446744073626579022,28
4597418,18446744073626569034,12
4597434,18446744073626559050,16
4598278,18446744073626549894,844
4598306,18446744073626539922,28
4598318,18446744073626529934,12
4598334,18446744073626519950,16
4599302,18446744073626510918,968
4599326,18446744073626500942,24
4599338,18446744073626490954,12
4600310,18446744073626481926,972
4600334,18446744073626471950,24
4600338,18446744073626461954,4
4600354,18446744073626451970,16
4601322,18446744073626442938,968
4601338,18446744073626432954,16
4601354,18446744073626422970,16
4601362,18446744073626412978,8
4602302,18446744073626403918,940
4602322,18446744073626393938,20
4602334,18446744073626383950,12
4602346,18446744073626373962,12
4603190,18446744073626364806,844
4603566,18446744073626355182,376
4603574,18446744073626345190,8
4603910,18446744073626335526,336
4604818,18446744073626326434,908
4604858,18446744073626316474,40
4604870,18446744073626306486,12
4604890,18446744073626296506,20
4604906,18446744073626286522,16
4605810,18446744073626277426,904
4605818,18446744073626267434,8
4605830,18446744073626257446,12
4605850,18446744073626247466,20
4606746,18446744073626238362,896
4606778,18446744073626228394,32
4606794,18446744073626218410,16
4607750,18446744073626209366,956
4607762,18446744073626199378,12
4607774,18446744073626189390,12
4607790,18446744073626179406,16
4608734,18446744073626170350,944
4608754,18446744073626160370,20
4608762,18446744073626150378,8
4608782,18446744073626140398,20
4609774,18446744073626131390,992
4609838,18446744073626121454,64
4609858,18446744073626111474,20
4609866,18446744073626101482,8
4610754,18446744073626092370,888
4610774,18446744073626082390,20
4610822,18446744073626072438,48
4610834,18446744073626062450,12
4611798,18446744073626053414,964
4611830,18446744073626043446,32
4611854,18446744073626033470,24
4611862,18446744073626023478,8
4612806,18446744073626014422,944
4612822,18446744073626004438,16
4612838,18446744073625994454,16
4612854,18446744073625984470,16
4613810,18446744073625975426,956
4613818,18446744073625965434,8
4613850,18446744073625955466,32
4613898,18446744073625945514,48
4614830,18446744073625936446,932
4614862,18446744073625926478,32
4614870,18446744073625916486,8
4614886,18446744073625906502,16
4615806,18446744073625897422,920
4615842,18446744073625887458,36
4615854,18446744073625877470,12
4615866,18446744073625867482,12
4616778,18446744073625858394,912
4616934,18446744073625848550,156
4616966,18446744073625838582,32
4616974,18446744073625828590,8
4616986,18446744073625818602,12
4617914,18446744073625809530,928
4617938,18446744073625799554,24
4617954,18446744073625789570,16
4617962,18446744073625779578,8
4618870,18446744073625770486,908
4618894,18446744073625760510,24
4618910,18446744073625750526,16
4618922,18446744073625740538,12
4619878,18446744073625731494,956
4619898,18446744073625721514,20
4619914,18446744073625711530,16
4620734,18446744073625702350,820
4620774,18446744073625692390,40
4620794,18446744073625682410,20
4620814,18446744073625672430,20
4621754,18446744073625663370,940
4621778,18446744073625653394,24
4621786,18446744073625643402,8
4622678,18446744073625634294,892
4622690,18446744073625624306,12
4622706,18446744073625614322,16
4622718,18446744073625604334,12
4623666,18446744073625595282,948
4623686,18446744073625585302,20
4623706,18446744073625575322,20
4624758,18446744073625566374,1052
4624774,18446744073625556390,16
4624786,18446744073625546402,12
4624806,18446744073625536422,20
4625706,18446744073625527322,900
4625722,18446744073625517338,16
4625738,18446744073625507354,16
4625758,18446744073625497374,20
4625774,18446744073625487390,16
4626714,18446744073625478330,940
4626762,18446744073625468378,48
4626774,18446744073625458390,12
4626790,18446744073625448406,16
4627666,18446744073625439282,876
4627674,18446744073625429290,8
4627730,18446744073625419346,56
4638382,18446744073625419998,10652
4639374,18446744073625410990,992
4639390,18446744073625401006,16
4639398,18446744073625391014,8
4640350,18446744073625381966,952
4640406,18446744073625372022,56
4640414,18446744073625362030,8
4640422,18446744073625352038,8
4641334,18446744073625342950,912
4641362,18446744073625332978,28
4641374,18446744073625322990,12
4641390,18446744073625313006,16
4642270,18446744073625303886,880
4642286,18446744073625293902,16
4642310,18446744073625283926,24
4642322,18446744073625273938,12
4643286,18446744073625264902,964
4643306,18446744073625254922,20
4643318,18446744073625244934,12
4643330,18446744073625234946,12
4644242,18446744073625225858,912
4644254,18446744073625215870,12
4644278,18446744073625205894,24
4644290,18446744073625195906,12
4645286,18446744073625186902,996
4645302,18446744073625176918,16
4645322,18446744073625166938,20
4645330,18446744073625156946,8
4646246,18446744073625147862,916
4646262,18446744073625137878,16
4646274,18446744073625127890,12
4646566,18446744073625118182,292
4647450,18446744073625109066,884
4647494,18446744073625099110,44
4647510,18446744073625089126,16
4647550,18446744073625079166,40
4647562,18446744073625069178,12
4648514,18446744073625060130,952
4648530,18446744073625050146,16
4648542,18446744073625040158,12
4649438,18446744073625031054,896
4649450,18446744073625021066,12
4649466,18446744073625011082,16
4650362,18446744073625001978,896
4650382,18446744073624991998,20
4650390,18446744073624982006,8
4650402,18446744073624972018,12
4650414,18446744073624962030,12
4651334,18446744073624952950,920
4651346,18446744073624942962,12
4651362,18446744073624932978,16
4652242,18446744073624923858,880
4652258,18446744073624913874,16
4652274,18446744073624903890,16
4652290,18446744073624893906,16
4653254,18446744073624884870,964
4653270,18446744073624874886,16
4653286,18446744073624864902,16
4653298,18446744073624854914,12
4654238,18446744073624845854,940
4654250,18446744073624835866,12
4654274,18446744073624825890,24
4654294,18446744073624815910,20
4655206,18446744073624806822,912
4655218,18446744073624796834,12
4655286,18446744073624786902,68
4655298,18446744073624776914,12
4656294,18446744073624767910,996
4656302,18446744073624757918,8
4656310,18446744073624747926,8
4656326,18446744073624737942,16
4657278,18446744073624728894,952
4657310,18446744073624718926,32
4657318,18446744073624708934,8
4657330,18446744073624698946,12
4658270,18446744073624689886,940
4658282,18446744073624679898,12
4658302,18446744073624669918,20
4658314,18446744073624659930,12
4659262,18446744073624650878,948
4659290,18446744073624640906,28
4659306,18446744073624630922,16
4659310,18446744073624620926,4
4660250,18446744073624611866,940
4660266,18446744073624601882,16
4660286,18446744073624591902,20
4660294,18446744073624581910,8
4661254,18446744073624572870,960
4661262,18446744073624562878,8
4661282,18446744073624552898,20
4661294,18446744073624542910,12
4662234,18446744073624533850,940
4662246,18446744073624523862,12
4662254,18446744073624513870,8
4662270,18446744073624503886,16
4663222,18446744073624494838,952
4663286,18446744073624484902,64
4663302,18446744073624474918,16
4663310,18446744073624464926,8
4664170,18446744073624455786,860
4664198,18446744073624445814,28
4664218,18446744073624435834,20
4665150,18446744073624426766,932
4665178,18446744073624416794,28
4665198,18446744073624406814,20
4665206,18446744073624396822,8
4666078,18446744073624387694,872
4666094,18446744073624377710,16
4666110,18446744073624367726,16
4666126,18446744073624357742,16
4667010,18446744073624348626,884
4667022,18446744073624338638,12
4667038,18446744073624328654,16
4667966,18446744073624319582,928
4667986,18446744073624309602,20
4668006,18446744073624299622,20
4668022,18446744073624289638,16
4668962,18446744073624280578,940
4668978,18446744073624270594,16
4668990,18446744073624260606,12
4669002,18446744073624250618,12
4669950,18446744073624241566,948
4669958,18446744073624231574,8
4669970,18446744073624221586,12
4669986,18446744073624211602,16
4670902,18446744073624202518,916
4670934,18446744073624192550,32
4670942,18446744073624182558,8
4670954,18446744073624172570,12
4671918,18446744073624163534,964
4671934,18446744073624153550,16
4671946,18446744073624143562,12
4671962,18446744073624133578,16
4672878,18446744073624124494,916
4672898,18446744073624114514,20
4672910,18446744073624104526,12
4672922,18446744073624094538,12
4673870,18446744073624085486,948
4673882,18446744073624075498,12
4673902,18446744073624065518,20
4673914,18446744073624055530,12
4674830,18446744073624046446,916
4674838,18446744073624036454,8
4674850,18446744073624026466,12
4674870,18446744073624016486,20
4675794,18446744073624007410,924
4675802,18446744073623997418,8
4675818,18446744073623987434,16
4675830,18446744073623977446,12
4676786,18446744073623968402,956
4676802,18446744073623958418,16
4676846,18446744073623948462,44
4676862,18446744073623938478,16
4677794,18446744073623929410,932
4677822,18446744073623919438,28
4677838,18446744073623909454,16
4677862,18446744073623899478,24
4678782,18446744073623890398,920
4678798,18446744073623880414,16
4679146,18446744073623870762,348
4679186,18446744073623860802,40
4680210,18446744073623851826,1024
4680226,18446744073623841842,16
4680242,18446744073623831858,16
4680258,18446744073623821874,16
4680266,18446744073623811882,8
4681174,18446744073623802790,908
4681434,18446744073623793050,260
4681450,18446744073623783066,16
4682422,18446744073623774038,972
4682446,18446744073623764062,24
4682466,18446744073623754082,20
4682478,18446744073623744094,12
4682486,18446744073623734102,8
4683422,18446744073623725038,936
4683434,18446744073623715050,12
4683446,18446744073623705062,12
4683470,18446744073623695086,24
4684390,18446744073623686006,920
4684410,18446744073623676026,20
4684430,18446744073623666046,20
4684442,18446744073623656058,12
4685346,18446744073623646962,904
4685366,18446744073623636982,20
4685382,18446744073623626998,16
4685390,18446744073623617006,8
4686354,18446744073623607970,964
4686398,18446744073623598014,44
4686406,18446744073623588022,8
4686442,18446744073623578058,36
4687370,18446744073623568986,928
4687414,18446744073623559030,44
4687438,18446744073623549054,24
4687450,18446744073623539066,12
4688398,18446744073623530014,948
4688414,18446744073623520030,16
4688430,18446744073623510046,16
4688442,18446744073623500058,12
4689358,18446744073623490974,916
4689378,18446744073623480994,20
4689386,18446744073623471002,8
4689418,18446744073623461034,32
4690334,18446744073623451950,916
4690350,18446744073623441966,16
4690366,18446744073623431982,16
4690378,18446744073623421994,12
4691282,18446744073623412898,904
4691290,18446744073623402906,8
4691306,18446744073623392922,16
4691318,18446744073623382934,12
4692250,18446744073623373866,932
4692258,18446744073623363874,8
4692278,18446744073623353894,20
4692290,18446744073623343906,12
4693258,18446744073623334874,968
4693298,18446744073623324914,40
4693314,18446744073623314930,16
4693326,18446744073623304942,12
4694270,18446744073623295886,944
4694282,18446744073623285898,12
4694302,18446744073623275918,20
4694306,18446744073623265922,4
4695178,18446744073623256794,872
4695574,18446744073623247190,396
4695586,18446744073623237202,12
4695610,18446744073623227226,24
4696526,18446744073623218142,916
4696534,18446744073623208150,8
4696558,18446744073623198174,24
4696566,18446744073623188182,8
4697502,18446744073623179118,936
4697522,18446744073623169138,20
4697566,18446744073623159182,44
4697738,18446744073623149354,172
4698634,18446744073623140250,896
4698710,18446744073623130326,76
4698730,18446744073623120346,20
4698738,18446744073623110354,8
4698750,18446744073623100366,12
4699650,18446744073623091266,900
4699662,18446744073623081278,12
4699678,18446744073623071294,16
4699702,18446744073623061318,24
4700582,18446744073623052198,880
4700598,18446744073623042214,16
4700622,18446744073623032238,24
4700638,18446744073623022254,16
4701594,18446744073623013210,956
4701606,18446744073623003222,12
4701654,18446744073622993270,48
4702570,18446744073622984186,916
4702594,18446744073622974210,24
4702646,18446744073622964262,52
4702674,18446744073622954290,28
4702722,18446744073622944338,48
4703594,18446744073622935210,872
4703614,18446744073622925230,20
4703626,18446744073622915242,12
4703638,18446744073622905254,12
4704478,18446744073622896094,840
4704510,18446744073622886126,32
4704530,18446744073622876146,20
4705434,18446744073622867050,904
4705446,18446744073622857062,12
4705486,18446744073622847102,40
4705498,18446744073622837114,12
4706466,18446744073622828082,968
4706474,18446744073622818090,8
4706490,18446744073622808106,16
4706506,18446744073622798122,16
4707418,18446744073622789034,912
4707434,18446744073622779050,16
4707462,18446744073622769078,28
4707482,18446744073622759098,20
4708402,18446744073622750018,920
4708430,18446744073622740046,28
4708450,18446744073622730066,20
4708462,18446744073622720078,12
4709402,18446744073622711018,940
4709462,18446744073622701078,60
4709470,18446744073622691086,8
4709482,18446744073622681098,12
4710462,18446744073622672078,980
4710478,18446744073622662094,16
4710490,18446744073622652106,12
4710762,18446744073622642378,272
4711674,18446744073622633290,912
4712066,18446744073622623682,392
4712106,18446744073622613722,40
4712154,18446744073622603770,48
4713374,18446744073622594990,1220
4713390,18446744073622585006,16
4713394,18446744073622575010,4
4713410,18446744073622565026,16
4713430,18446744073622555046,20
4714346,18446744073622545962,916
4714362,18446744073622535978,16
4714398,18446744073622526014,36
4714418,18446744073622516034,20
4714430,18446744073622506046,12
4715374,18446744073622496990,944
4715386,18446744073622487002,12
4715406,18446744073622477022,20
4715442,18446744073622467058,36
4716394,18446744073622458010,952
4716414,18446744073622448030,20
4716430,18446744073622438046,16
4716446,18446744073622428062,16
4717374,18446744073622418990,928
4717426,18446744073622409042,52
4717442,18446744073622399058,16
4717454,18446744073622389070,12
4718418,18446744073622380034,964
4718434,18446744073622370050,16
4718478,18446744073622360094,44
4718494,18446744073622350110,16
4719406,18446744073622341022,912
4719426,18446744073622331042,20
4719442,18446744073622321058,16
4719450,18446744073622311066,8
4719470,18446744073622301086,20
4720518,18446744073622292134,1048
4720538,18446744073622282154,20
4720550,18446744073622272166,12
4721426,18446744073622263042,876
4721442,18446744073622253058,16
4721462,18446744073622243078,20
4721474,18446744073622233090,12
4721494,18446744073622223110,20
4722458,18446744073622214074,964
4722502,18446744073622204118,44
4722518,18446744073622194134,16
4722538,18446744073622184154,20
4723490,18446744073622175106,952
4723502,18446744073622165118,12
4723522,18446744073622155138,20
4723530,18446744073622145146,8
4724482,18446744073622136098,952
4724498,18446744073622126114,16
4724502,18446744073622116118,4
4724522,18446744073622106138,20
4725478,18446744073622097094,956
4725522,18446744073622087138,44
4725538,18446744073622077154,16
4725554,18446744073622067170,16
4726530,18446744073622058146,976
4726550,18446744073622048166,20
4726566,18446744073622038182,16
4726586,18446744073622028202,20
4727478,18446744073622019094,892
4727506,18446744073622009122,28
4727838,18446744073621999454,332
4727866,18446744073621989482,28
4729002,18446744073621980618,1136
4729062,18446744073621970678,60
4729074,18446744073621960690,12
4729086,18446744073621950702,12
4729102,18446744073621940718,16
4730074,18446744073621931690,972
4730090,18446744073621921706,16
4730110,18446744073621911726,20
4730126,18446744073621901742,16
4731134,18446744073621892750,1008
4731170,18446744073621882786,36
4731178,18446744073621872794,8
4731190,18446744073621862806,12
4732066,18446744073621853682,876
4732078,18446744073621843694,12
4732094,18446744073621833710,16
4732106,18446744073621823722,12
4732166,18446744073621813782,60
4733090,18446744073621804706,924
4733106,18446744073621794722,16
4733118,18446744073621784734,12
4733134,18446744073621774750,16
4734070,18446744073621765686,936
4734230,18446744073621755846,160
4734258,18446744073621745874,28
4734270,18446744073621735886,12
4735234,18446744073621726850,964
4735246,18446744073621716862,12
4735258,18446744073621706874,12
4735282,18446744073621696898,24
4736210,18446744073621687826,928
4736226,18446744073621677842,16
4736250,18446744073621667866,24
4736266,18446744073621657882,16
4737170,18446744073621648786,904
4737230,18446744073621638846,60
4737254,18446744073621628870,24
4737266,18446744073621618882,12
4738210,18446744073621609826,944
4738222,18446744073621599838,12
4738238,18446744073621589854,16
4738250,18446744073621579866,12
4739170,18446744073621570786,920
4739186,18446744073621560802,16
4739202,18446744073621550818,16
4739214,18446744073621540830,12
4740178,18446744073621531794,964
4740198,18446744073621521814,20
4740210,18446744073621511826,12
4740226,18446744073621501842,16
4741182,18446744073621492798,956
4741194,18446744073621482810,12
4741210,18446744073621472826,16
4741226,18446744073621462842,16
4742170,18446744073621453786,944
4742198,18446744073621443814,28
4742206,18446744073621433822,8
4742218,18446744073621423834,12
4743162,18446744073621414778,944
4743178,18446744073621404794,16
4743190,18446744073621394806,12
4743222,18446744073621384838,32
4744186,18446744073621375802,964
4744206,18446744073621365822,20
4744222,18446744073621355838,16
4745218,18446744073621346834,996
4745230,18446744073621336846,12
4745250,18446744073621326866,20
4745262,18446744073621316878,12
4746190,18446744073621307806,928
4746206,18446744073621297822,16
4746218,18446744073621287834,12
4746242,18446744073621277858,24
4747150,18446744073621268766,908
4747170,18446744073621258786,20
4747182,18446744073621248798,12
4747198,18446744073621238814,16
4748142,18446744073621229758,944
4748162,18446744073621219778,20
4748182,18446744073621209798,20
4749078,18446744073621200694,896
4749098,18446744073621190714,20
4749110,18446744073621180726,12
4749122,18446744073621170738,12
4749986,18446744073621161602,864
4750030,18446744073621151646,44
4750046,18446744073621141662,16
4750058,18446744073621131674,12
4750990,18446744073621122606,932
4751010,18446744073621112626,20
4751038,18446744073621102654,28
4751054,18446744073621092670,16
4752018,18446744073621083634,964
4752038,18446744073621073654,20
4752050,18446744073621063666,12
4752070,18446744073621053686,20
4752966,18446744073621044582,896
4752974,18446744073621034590,8
4752986,18446744073621024602,12
4753002,18446744073621014618,16
4753894,18446744073621005510,892
4753914,18446744073620995530,20
4753926,18446744073620985542,12
4753942,18446744073620975558,16
4754866,18446744073620966482,924
4754890,18446744073620956506,24
4754902,18446744073620946518,12
4754918,18446744073620936534,16
4755866,18446744073620927482,948
4755886,18446744073620917502,20
4755898,18446744073620907514,12
4755922,18446744073620897538,24
4756874,18446744073620888490,952
4756894,18446744073620878510,20
4756910,18446744073620868526,16
4756918,18446744073620858534,8
4757870,18446744073620849486,952
4757910,18446744073620839526,40
4757926,18446744073620829542,16
4757938,18446744073620819554,12
4758910,18446744073620810526,972
4758922,18446744073620800538,12
4758938,18446744073620790554,16
4758950,18446744073620780566,12
4759854,18446744073620771470,904
4759886,18446744073620761502,32
4760270,18446744073620751886,384
4760294,18446744073620741910,24
4761266,18446744073620732882,972
4761334,18446744073620722950,68
4761350,18446744073620712966,16
4761366,18446744073620702982,16
4761374,18446744073620692990,8
4762270,18446744073620683886,896
4762278,18446744073620673894,8
4762290,18446744073620663906,12
4763210,18446744073620654826,920
4763222,18446744073620644838,12
4763262,18446744073620634878,40
4763270,18446744073620624886,8
4764182,18446744073620615798,912
4764218,18446744073620605834,36
4764234,18446744073620595850,16
4764250,18446744073620585866,16
4765186,18446744073620576802,936
4765490,18446744073620567106,304
4765502,18446744073620557118,12
4765514,18446744073620547130,12
4766466,18446744073620538082,952
4766494,18446744073620528110,28
4766518,18446744073620518134,24
4766530,18446744073620508146,12
